param_weights,mean_train_accuracy,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,mean_test_recall,mean_test_f1,mean_test_precision,rank_test_accuracy,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,std_train_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision
uniform,0.9168749999999999,0.9087500000000001,0.012869537676233769,0.9709298861990201,0.824731182795699,0.8757146481828565,0.936885869101739,1,0.0031666278839111326,0.0004591856764562963,0.028038597106933592,0.0028941008350321295,{'weights': 'uniform'},0.90625,0.925,0.8875,0.90625,0.91875,0.921875,0.9234375,0.915625,0.91875,0.9046875,0.006658523672707046,0.9789335088874259,0.9697267223040419,0.9704630993290787,0.9702176403207331,0.9653084601538209,0.004423374152189121,2,0.9727131402389135,0.9770020176363954,0.9757986050655988,0.9757371542109198,0.9767920605495755,0.9756085955402807,0.001534829431558374,0.7903225806451613,0.8888888888888888,0.746031746031746,0.8571428571428571,0.8412698412698413,0.050631627187298835,1,0.8571428571428571,0.8645418326693227,0.852589641434263,0.852589641434263,0.8207171314741036,0.8495162208309619,0.015048016272883978,0.8672566371681416,0.9032258064516129,0.8392857142857143,0.8780487804878049,0.8907563025210085,0.02185025648975959,1,0.8962655601659751,0.8985507246376812,0.8879668049792531,0.8916666666666667,0.8710359408033826,0.8890971394505917,0.009745189081259412,0.9607843137254902,0.9180327868852459,0.9591836734693877,0.9,0.9464285714285714,0.023980812960379138,1,0.9391304347826087,0.9353448275862069,0.9264069264069265,0.9344978165938864,0.9279279279279279,0.9326615866595113,0.004773799705573136
distance,1.0,0.9087500000000001,0.012869537676233769,0.971373786184466,0.824731182795699,0.8757146481828565,0.936885869101739,1,0.0058326244354248045,0.0008094806248664043,0.03410491943359375,0.00319972554416444,{'weights': 'distance'},0.90625,0.925,0.8875,0.90625,0.91875,1.0,1.0,1.0,1.0,1.0,0.0,0.9807439104674127,0.9695630829651447,0.9689085256095564,0.9718540337097038,0.9657993781705122,0.005068728584567556,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7903225806451613,0.8888888888888888,0.746031746031746,0.8571428571428571,0.8412698412698413,0.050631627187298835,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8672566371681416,0.9032258064516129,0.8392857142857143,0.8780487804878049,0.8907563025210085,0.02185025648975959,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9607843137254902,0.9180327868852459,0.9591836734693877,0.9,0.9464285714285714,0.023980812960379138,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
