param_weights,mean_train_accuracy,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,mean_test_recall,mean_test_f1,mean_test_precision,rank_test_accuracy,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,std_train_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision
uniform,0.9838785046728973       ,0.9485981308411215,0.019825423771585467,0.9801516822152638,0.9681415929203541,0.9519962441460559,0.9367491490011078,2,0.004438257217407227,0.0015188304829491179,0.028752565383911133,0.005110667449375531,{'weights': 'uniform'},0.9579439252336449,0.9439252336448598,0.9158878504672897,0.9485981308411215,0.9766355140186916,0.9789719626168224,0.9871495327102804,0.9813084112149533,0.985981308411215,0.985981308411215,0.003169313076226787,0.9857618505213354,0.9818189783580129,0.9722684657846314,0.9720056076404101,0.9889035087719298,0.00691884333106784,2,0.9988168208633921,0.9994631872435761,0.9989592405742801,0.99930159564853,0.9992278542013494,0.9991537397062256,0.0002342888539467071,0.9734513274336283,0.9823008849557522,0.911504424778761,0.9734513274336283,1.0,0.029931919513783656,2,0.9867549668874173,0.9933774834437086,0.9867549668874173,0.9889624724061811,0.9867256637168141,0.9885151106683077,0.002578415567068151,0.9606986899563319,0.9487179487179487,0.9196428571428571,0.9523809523809523,0.9785407725321889,0.01917280064175136,2,0.9802631578947368,0.9879253567508233,0.9824175824175824,0.986784140969163,0.9867256637168141,0.9848231803498239,0.0029553008015325176,0.9482758620689655,0.9173553719008265,0.9279279279279279,0.9322033898305084,0.957983193277311,0.014548857057149714,2,0.9738562091503268,0.982532751091703,0.9781181619256017,0.9846153846153847,0.9867256637168141,0.981169634099966,0.004634617925479696
distance,1.0                     ,0.9728971962616821,0.00803955632433892,0.9850936651187242,0.9840707964601769,0.9746021280420611,0.9653915545183231,1,0.005195808410644531,0.0004725598516930215,0.026508617401123046,0.003405799074260792,{'weights': 'distance'},0.9719626168224299,0.9626168224299065,0.9672897196261683,0.9766355140186916,0.985981308411215,1.0,1.0,1.0,1.0,1.0,0.0,0.9900113905195829,0.9851047051607815,0.9847104179444494,0.9756418119688074,0.99,0.00524863169468357,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9734513274336283,0.9823008849557522,0.9734513274336283,0.9911504424778761,1.0,0.010320268840434176,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9734513274336283,0.9652173913043478,0.9691629955947136,0.9781659388646288,0.987012987012987,0.007559258633379407,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9734513274336283,0.9487179487179487,0.9649122807017544,0.9655172413793104,0.9743589743589743,0.009204663915747768,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
